nom,prix_intervalle,rating,nb_notes,adresse,ville,main_category,commune,code_postal,arrondissement,zone_paris
JMT - Jon Mat Taeng Paris,25.0,4.8,2795,63 Quai de la Gare,"Paris, Ile-de-France, France",restaurant coreens,Paris,75013.0,13.0,intermediaire
ERNEST BRASSERIE,15.0,4.8,2019,35 Rue du Commandant Rene Mouchotte,"Paris, Ile-de-France, France",fast food,Paris,75014.0,14.0,intermediaire
Restaurant coreen Paris 14,25.0,4.8,820,39 Rue de la Gaite,"Paris, Ile-de-France, France",restaurant,Paris,75014.0,14.0,intermediaire
Moghol,25.0,4.8,3862,26 Rue de Caumartin,"Paris, Ile-de-France, France",restaurant,Paris,75009.0,9.0,centre
Le Cafe des Chats,15.0,4.8,8092,9 Rue Sedaine,"Paris, Ile-de-France, France",cafe,Paris,75011.0,11.0,intermediaire
Ote,25.0,4.8,787,46 Rue Jean-Pierre Timbaud,"Paris, Ile-de-France, France",restaurant,Paris,75011.0,11.0,intermediaire
Le Petit Poucet - Paris,32.0,4.8,3931,5 Pl. de Clichy,"Paris, Ile-de-France, France",restaurant,Paris,75017.0,17.0,peripherie
Inagiku,30.5,4.8,3358,14 Rue De Pontoise,"Paris, Ile-de-France, France",restaurant,Paris,75005.0,5.0,centre
La Fresque,25.0,4.8,4087,100 Rue Rambuteau,"Paris, Ile-de-France, France",restaurant francais,Paris,75001.0,1.0,centre
Le Bailli de Suffren,15.5,4.8,1880,"7 Av. de Suffren, 75007","Paris, Ile-de-France, France",bars a biere,Paris,75007.0,7.0,centre
Curry Rolls,15.0,4.8,873,89 Rue de Bagnolet,"Paris, Ile-de-France, France",fast food,Paris,75020.0,20.0,peripherie
Restaurant Pierre Gagnaire,100.0,4.8,2341,6 Rue Balzac,"Paris, Ile-de-France, France",restaurant,Paris,75008.0,8.0,centre
Le Mary Celeste,15.5,4.8,3410,1 Rue Commines,"Paris, Ile-de-France, France",fruits de mer,Paris,75003.0,3.0,centre
Marvely,25.0,4.8,7586,46 Rue Crozatier,"Paris, Ile-de-France, France",cafe,Paris,75012.0,12.0,intermediaire
Pierre Sang,35.5,4.8,2008,6 Rue Gambey,"Paris, Ile-de-France, France",pub et bar,Paris,75011.0,11.0,intermediaire
Ciasa Mia,100.0,4.8,1211,19 Rue Laplace,"Paris, Ile-de-France, France",restaurant italiens,Paris,75005.0,5.0,centre
Restaurant Derriere,56.0,4.8,6179,69 Rue des Gravilliers,"Paris, Ile-de-France, France",restaurant francais,Paris,75003.0,3.0,centre
Perception,100.0,4.8,803,53 Rue Blanche,"Paris, Ile-de-France, France",restaurant,Paris,75009.0,9.0,centre
Mian Fan Dumpling Factory,15.0,4.8,1540,29 Rue de Mogador,"Paris, Ile-de-France, France",restaurant,Paris,75008.0,8.0,centre
888 NIGHT MARKET,25.0,4.8,2524,3 Imp. Beaubourg,"Paris, Ile-de-France, France",chinois,Paris,75003.0,3.0,centre
Glace Bachir,5.5,4.8,8312,58 Rue Rambuteau,"Paris, Ile-de-France, France",desserts,Paris,75003.0,3.0,centre
Bacav Paris par Gilles Choukroun,50.0,4.8,787,"6, rue Des Fossees Saint Marcel","Paris, Ile-de-France, France",restaurant,Paris,75005.0,5.0,centre
Les Artistes,25.0,4.8,4291,60 Rue Didot,"Paris, Ile-de-France, France",restaurant francais,Paris,75014.0,14.0,intermediaire
La Cafeotheque de Paris,5.5,4.8,5746,"52, rue de lHotel-de-Ville","Paris, Ile-de-France, France",cafe,Paris,75004.0,4.0,centre
Sellae,50.0,4.8,733,18 Rue des Wallons,"Paris, Ile-de-France, France",restaurant francais,Paris,75013.0,13.0,intermediaire
LE CHOUBICHOU PARIS CHATELET,15.0,4.8,2354,5 Rue Mondetour,"Paris, Ile-de-France, France",restaurant,Paris,75001.0,1.0,centre
Fric-Frac Montmartre,15.0,4.8,3219,4 Rue des Trois Freres,"Paris, Ile-de-France, France",restaurant,Paris,75018.0,18.0,peripherie
Jinchan shokudo,25.0,4.8,3615,154 Rue du Faubourg Saint-Antoine,"Paris, Ile-de-France, France",sushis,Paris,75012.0,12.0,intermediaire
Firmine,30.0,4.8,7341,38B Av. de Suffren,"Paris, Ile-de-France, France",pizzeria,Paris,75007.0,7.0,centre
AU PERE FOUETTARD,20.0,4.8,5059,9 Rue Pierre Lescot,"Paris, Ile-de-France, France",restaurant francais,Paris,75001.0,1.0,centre
Popeyes Louisiana Chicken Gare du Nord,15.0,4.8,4061,9 Bd de Denain,"Paris, Ile-de-France, France",restaurant americains,Paris,75010.0,10.0,intermediaire
The Place to...Wagram,35.0,4.8,7318,47 Av. de Wagram,"Paris, Ile-de-France, France",restaurant,Paris,75017.0,17.0,peripherie
Le Grand Vefour,100.0,4.8,3852,17 Rue de Beaujolais,"Paris, Ile-de-France, France",restaurant,Paris,75001.0,1.0,centre
Hanoi Ca Phe Bercy,25.0,4.8,6048,26 Cr Saint-Emilion,"Paris, Ile-de-France, France",restaurant,Paris,75012.0,12.0,intermediaire
Kehribar,20.0,4.8,4381,1 Rue des Fosses Saint-Jacques,"Paris, Ile-de-France, France",restaurant,Paris,75005.0,5.0,centre
Laperouse,100.0,4.8,3234,51 Quai des Grands Augustins,"Paris, Ile-de-France, France",restaurant francais,Paris,75006.0,6.0,centre
Okito,25.0,4.8,3006,35 Rue Bayen,"Paris, Ile-de-France, France",restaurant,Paris,75017.0,17.0,peripherie
Chez Marianne,25.0,4.8,7405,2 Rue des Hospitalieres Saint-Gervais,"Paris, Ile-de-France, France",restaurant,Paris,75004.0,4.0,centre
Les Amours in paris,30.0,4.8,2644,27 Av. de la Bourdonnais,"Paris, Ile-de-France, France",restaurant francais,Paris,75007.0,7.0,centre
Le Jules Jo - Paris 18,15.0,4.8,2146,28 Rue Hermel,"Paris, Ile-de-France, France",pizzeria,Paris,75018.0,18.0,peripherie
Glace Room family cafe,5.5,4.8,1735,"Place de la Bastille, 4 Rue de la Roquette","Paris, Ile-de-France, France",cafe,Paris,75011.0,11.0,intermediaire
24 Le restaurant,42.0,4.8,1413,24 Rue Jean Mermoz,"Paris, Ile-de-France, France",restaurant francais,Paris,75008.0,8.0,centre
Le Jardin des Pates,25.0,4.8,2802,4 Rue Lacepede,"Paris, Ile-de-France, France",restaurant,Paris,75005.0,5.0,centre
Pb Poulet Braise Chatelet,15.0,4.8,7770,12 Rue de la Cossonnerie,"Paris, Ile-de-France, France",restaurant,Paris,75001.0,1.0,centre
Roberta Ristorante,25.0,4.8,4367,30 Cr Saint-Emilion,"Paris, Ile-de-France, France",restaurant italiens,Paris,75012.0,12.0,intermediaire
Bistro Des Poemes,34.5,4.8,1357,7 Rue Corneille,"Paris, Ile-de-France, France",restaurant francais,Paris,75006.0,6.0,centre
Restaurant La Halle aux Grains,100.0,4.8,1042,2 Rue de Viarmes,"Paris, Ile-de-France, France",restaurant francais,Paris,75001.0,1.0,centre
Via Del Campo,45.5,4.8,2011,22 Rue du Champ de Mars,"Paris, Ile-de-France, France",restaurant italiens,Paris,75007.0,7.0,centre
Chez Georges,1.0,4.8,1824,1 Rue du Mail,"Paris, Ile-de-France, France",restaurant,Paris,75002.0,2.0,centre
La Solita Taverna,15.0,4.8,2814,10 Rue du Fouarre,"Paris, Ile-de-France, France",italien,Paris,75005.0,5.0,centre
Trattoria Napoletana Da Enzo,15.0,4.8,1376,80 Rue St Charles,"Paris, Ile-de-France, France",pizzeria,Paris,75015.0,15.0,intermediaire
"Simone, Le Resto...",42.0,4.8,966,33 Bd Arago,"Paris, Ile-de-France, France",restaurant,Paris,75013.0,13.0,intermediaire
La Taverne de Zhao,15.0,4.8,1844,"FR, 11 Rue Delambre","Paris, Ile-de-France, France",restaurant chinois,Paris,75014.0,14.0,intermediaire
La Cagouille,38.5,4.8,4377,10 place Constantin-Brancusi,"Paris, Ile-de-France, France",fruits de mer,Paris,75014.0,14.0,intermediaire
Salon Marais,25.0,4.8,2330,3 Rue du Roi Dore,"Paris, Ile-de-France, France",restaurant,Paris,75003.0,3.0,centre
La Taverne de Zhao Canal Saint-Martin,15.0,4.8,2909,49 Rue des Vinaigriers,"Paris, Ile-de-France, France",chinois,Paris,75010.0,10.0,intermediaire
Restaurant Cafe Madame,25.0,4.8,2553,25 Rue de Vaugirard,"Paris, Ile-de-France, France",cafe,Paris,75006.0,6.0,centre
Bambini Paris,15.0,4.8,4331,"Palais De Tokyo, 13 Av. du President Wilson","Paris, Ile-de-France, France",restaurant,Paris,75116.0,16.0,peripherie
Pratolina,25.0,4.8,7306,11 Bd de Bonne Nouvelle,"Paris, Ile-de-France, France",restaurant,Paris,75002.0,2.0,centre
La Scene par Stephanie Le Quellec,100.0,4.8,1437,32 Av. Matignon,"Paris, Ile-de-France, France",restaurant,Paris,75008.0,8.0,centre
De La Tour,32.5,4.8,2583,6 Rue Desaix,"Paris, Ile-de-France, France",restaurant francais,Paris,75015.0,15.0,intermediaire
Le Souffle,26.0,4.8,7948,36 Rue du Mont Thabor,"Paris, Ile-de-France, France",restaurant francais,Paris,75001.0,1.0,centre
IL CARPACCIO,100.0,4.8,1321,37 Av. Hoche,"Paris, Ile-de-France, France",restaurant italiens,Paris,75008.0,8.0,centre
SKYBAR PARIS ROOFTOP,43.0,4.8,2342,19 Rue du Commandant Rene Mouchotte,"Paris, Ile-de-France, France",club,Paris,75014.0,14.0,intermediaire
MEILLEUR LIBANAIS A PARIS 3E Rannouch City,15.0,4.8,1663,44 R. de Turbigo,"Paris, Ile-de-France, France",fast food,Paris,75003.0,3.0,centre
Le Baron Rouge,15.0,4.8,2940,1 Rue Theophile Roussel,"Paris, Ile-de-France, France",bars a vin,Paris,75012.0,12.0,intermediaire
Pasta Cosi,25.0,4.8,1062,78 Av. de Flandre,"Paris, Ile-de-France, France",restaurant,Paris,75019.0,19.0,peripherie
LAmphi Quai de Seine,15.0,4.8,2239,23 Av. Victoria,"Paris, Ile-de-France, France",pub et bar,Paris,75001.0,1.0,centre
Bonnie - Restaurant bar,100.0,4.8,3342,10 Rue Agrippa Daubigne,"Paris, Ile-de-France, France",restaurant francais,Paris,75004.0,4.0,centre
Popeyes Louisiana Chicken Italie Deux,15.0,4.8,1629,42 Av. dItalie,"Paris, Ile-de-France, France",fast food,Paris,75013.0,13.0,intermediaire
Le Grand Amalfi,30.0,4.8,2655,9 Quai De Montebello,"Paris, Ile-de-France, France",restaurant italiens,Paris,75005.0,5.0,centre
BROTHER SISTER Brunch Lunch Dinner,25.0,4.8,2539,72 Rue de la Roquette,"Paris, Ile-de-France, France",restaurant,Paris,75011.0,11.0,intermediaire
Doni Berliner,15.0,4.8,1858,17 Av. Secretan,"Paris, Ile-de-France, France",restaurant,Paris,75019.0,19.0,peripherie
Indiana Cafe - Bercy Village,25.0,4.8,4324,59-61 Cr Saint-Emilion,"Paris, Ile-de-France, France",cafe,Paris,75012.0,12.0,intermediaire
Les Petites Cocottes de Mian Fan,15.0,4.8,2795,18 Rue de Mogador,"Paris, Ile-de-France, France",restaurant,Paris,75009.0,9.0,centre
Galeries Lafayette Le Gourmet,20.0,4.8,8200,35 Bd Haussmann,"Paris, Ile-de-France, France",restaurant,Paris,75009.0,9.0,centre
Le Cafe De Lusine,45.0,4.8,194,5 Pass. Piver,"Paris, Ile-de-France, France",cafe,Paris,75011.0,11.0,intermediaire
ASPIC,100.0,4.8,2080,24 Rue Louise-Emilie de la Tour dAuvergne,"Paris, Ile-de-France, France",restaurant francais,Paris,75009.0,9.0,centre
La Condesa Paris,100.0,4.8,1008,13 Rue Claude Rodier,"Paris, Ile-de-France, France",restaurant francais,Paris,75009.0,9.0,centre
Galanga par Monsieur George,100.0,4.8,456,17 Rue Washington,"Paris, Ile-de-France, France",restaurant,Paris,75008.0,8.0,centre
Cafe Leone,25.0,4.8,663,5 Rue dArcole,"Paris, Ile-de-France, France",restaurant,Paris,75004.0,4.0,centre
Restaurant Petrossian,100.0,4.8,838,13 boulevard de la tour maubourg,"Paris, Ile-de-France, France",restaurant,Paris,75007.0,7.0,centre
LEte en Pente Douce,25.0,4.8,2625,8 Rue Paul Albert,"Paris, Ile-de-France, France",restaurant francais,Paris,75018.0,18.0,peripherie
Becco,25.0,4.8,1259,3 Rue de Maubeuge,"Paris, Ile-de-France, France",restaurant,Paris,75009.0,9.0,centre
Aux Mille Saveurs - Restaurant Marocain Paris 19,15.0,4.8,1050,58 Rue de lOurcq,"Paris, Ile-de-France, France",restaurant,Paris,75019.0,19.0,peripherie
Nodaiwa,57.5,4.8,1374,272 rue Saint-Honore,"Paris, Ile-de-France, France",sushis,Paris,75001.0,1.0,centre
Cafe Oz Grands Boulevards,15.0,4.8,5907,8 Boulevard Montmartre,"Paris, Ile-de-France, France",cafe,Paris,75009.0,9.0,centre
Camelia,100.0,4.8,3839,251 Rue Saint-Honore,"Paris, Ile-de-France, France",restaurant,Paris,75001.0,1.0,centre
Naruto Ramen,15.0,4.8,1019,53 Bd du Montparnasse,"Paris, Ile-de-France, France",restaurant,Paris,75015.0,15.0,intermediaire
Laia Voltaire,23.5,4.8,3491,226 Bd Voltaire,"Paris, Ile-de-France, France",restaurant,Paris,75011.0,11.0,intermediaire
El Chingon,25.0,4.8,2327,66 Rue du Faubourg Montmartre,"Paris, Ile-de-France, France",restaurant mexicains,Paris,75009.0,9.0,centre
mazmez - Restaurant Libanais Paris 10,25.0,4.8,1008,70 Rue Rene Boulanger,"Paris, Ile-de-France, France",restaurant,Paris,75010.0,10.0,intermediaire
SHIRO,100.0,4.8,8465,168 Bd Saint-Germain,"Paris, Ile-de-France, France",restaurant,Paris,75006.0,6.0,centre
Pastamore,25.0,4.8,9827,37 Bd du Montparnasse,"Paris, Ile-de-France, France",restaurant italiens,Paris,75015.0,15.0,intermediaire
Chez Marie,25.0,4.8,1680,22 Rue Lepic,"Paris, Ile-de-France, France",restaurant francais,Paris,75018.0,18.0,peripherie
La Mezeterie,30.0,4.8,1455,2 Rue des Petits Carreaux,"Paris, Ile-de-France, France",restaurant,Paris,75002.0,2.0,centre
Le Choupinet,9.0,4.8,4490,"58 Boulevard Saint-michel, 75006","Paris, Ile-de-France, France",restaurant francais,Paris,75006.0,6.0,centre
LAltro Frenchie,15.5,4.8,286,9 Rue du Nil,"Paris, Ile-de-France, France",restaurant italiens,Paris,75002.0,2.0,centre
Cafe du Marche,25.0,4.8,3203,38 Rue Cler,"Paris, Ile-de-France, France",cafe,Paris,75007.0,7.0,centre
AfrikNFusion Paris 20,15.0,4.8,2956,330 Rue des Pyrenees,"Paris, Ile-de-France, France",restaurant africains,Paris,75020.0,20.0,peripherie
Au Bourguignon du Marais,45.0,4.8,12665,52 Rue Francois Miron,"Paris, Ile-de-France, France",restaurant,Paris,75004.0,4.0,centre
Piccola Mia,25.0,4.8,1639,4 Pl. de la Republique,"Paris, Ile-de-France, France",restaurant,Paris,75011.0,11.0,intermediaire
Savane Mousson Restaurant - Paris 11,25.0,4.8,2639,47 Bd Richard-Lenoir,"Paris, Ile-de-France, France",restaurant,Paris,75011.0,11.0,intermediaire
La Pate a Nouilles,15.0,4.8,2975,41 Rue de Ponthieu,"Paris, Ile-de-France, France",restaurant chinois,Paris,75008.0,8.0,centre
Nai Brasserie,25.0,4.8,3421,"8, Avenue de la Grande Armee","Paris, Ile-de-France, France",restaurant,Paris,75017.0,17.0,peripherie
Tout Le Monde En Parle restaurant montparnasse club,34.5,4.8,2117,4 Rue du Depart,"Paris, Ile-de-France, France",club,Paris,75015.0,15.0,intermediaire
Poni,25.0,4.8,3774,24 Rue Saint-Lazare,"Paris, Ile-de-France, France",restaurant,Paris,75009.0,9.0,centre
CRISPY SOUL Paris 2,15.0,4.8,2668,289 Rue St Denis,"Paris, Ile-de-France, France",fast food,Paris,75002.0,2.0,centre
KFC Paris Chatelet,15.0,4.8,9243,31-35 Bd de Sebastopol,"Paris, Ile-de-France, France",fast food,Paris,75001.0,1.0,centre
Marsan par Helene Darroze,100.0,4.8,1299,4 Rue dAssas,"Paris, Ile-de-France, France",restaurant francais,Paris,75006.0,6.0,centre
Jeannot et Colin,25.0,4.8,1626,51 Bd Voltaire,"Paris, Ile-de-France, France",restaurant a viande,Paris,75011.0,11.0,intermediaire
Semilla,48.0,4.8,3169,54 Rue de Seine,"Paris, Ile-de-France, France",restaurant,Paris,75006.0,6.0,centre
Tadam,40.0,4.8,3392,14 Rue du Jura,"Paris, Ile-de-France, France",restaurant francais,Paris,75013.0,13.0,intermediaire
Hammam Pacha,21.5,4.8,5198,17 Rue Mayet,"Paris, Ile-de-France, France",restaurant marocains,Paris,75006.0,6.0,centre
Zapi,25.0,4.8,2696,7 Rue du 29 Juillet,"Paris, Ile-de-France, France",restaurant,Paris,75001.0,1.0,centre
Bistrot Victoires,25.0,4.8,8956,6 Rue de la Vrilliere,"Paris, Ile-de-France, France",restaurant francais,Paris,75001.0,1.0,centre
LA REGALADE,29.5,4.8,2722,106 Rue Saint-Honore,"Paris, Ile-de-France, France",restaurant francais,Paris,75001.0,1.0,centre
DOST GRILL - Restaurant Turc Paris,25.0,4.8,1404,179 Boulevard Brune,"Paris, Ile-de-France, France",restaurant,Paris,75014.0,14.0,intermediaire
Les Fils A Maman Paris Grands Boulevards,25.0,4.8,5860,7 Bis Rue Geoffroy Marie,"Paris, Ile-de-France, France",restaurant francais,Paris,75009.0,9.0,centre
Joia Par Helene Darroze,53.5,4.8,5773,39 Rue des Jeuneurs,"Paris, Ile-de-France, France",restaurant espanols,Paris,75002.0,2.0,centre
LAtlas - Paris,30.5,4.8,4315,11 Rue de Buci,"Paris, Ile-de-France, France",fruits de mer,Paris,75006.0,6.0,centre
Capitole cafe - Sebastopol,15.0,4.8,3108,105 Boulevard Sebastopol,"Paris, Ile-de-France, France",cafe,Paris,75002.0,2.0,centre
Le Pavillon de la Reine,112.5,4.8,769,28 Pl. des Vosges,"Paris, Ile-de-France, France",restaurant francais,Paris,75003.0,3.0,centre
Mensae,43.0,4.8,1787,23 Rue Melingue,"Paris, Ile-de-France, France",restaurant francais,Paris,75019.0,19.0,peripherie
Krispy Kreme - CC Forum des Halles,5.5,4.8,2052,12 Pass. de la Canopee,"Paris, Ile-de-France, France",desserts,Paris,75001.0,1.0,centre
Cafe des Deux Moulins,15.0,4.8,11554,15 Rue Lepic,"Paris, Ile-de-France, France",cafe,Paris,75018.0,18.0,peripherie
Lou Cantou,25.0,4.8,3003,"Acces par le, 35 cite dantin, 61 Rue de Provence","Paris, Ile-de-France, France",restaurant francais,Paris,75009.0,9.0,centre
LAmi Jean,17.5,4.8,4356,27 Rue Malar,"Paris, Ile-de-France, France",restaurant,Paris,75007.0,7.0,centre
Le Passage Saint Honore,30.0,4.8,3176,33 Place du Marche Saint-Honore,"Paris, Ile-de-France, France",restaurant francais,Paris,75001.0,1.0,centre
Les Blouses Blanches,15.0,4.8,4533,186 Rue du Faubourg Saint-Antoine,"Paris, Ile-de-France, France",pub et bar,Paris,75012.0,12.0,intermediaire
Bibie Paris,35.0,4.8,531,7 Rue Lacepede,"Paris, Ile-de-France, France",restaurant francais,Paris,75005.0,5.0,centre
Biondi,26.0,4.8,1472,118 Rue Amelot,"Paris, Ile-de-France, France",pub et bar,Paris,75011.0,11.0,intermediaire
Cafe de LOlympia,30.0,4.8,3660,2 Rue de Seze,"Paris, Ile-de-France, France",cafe,Paris,75009.0,9.0,centre
UKIYO RAMEN,25.0,4.8,790,6 Rue de Douai,"Paris, Ile-de-France, France",restaurant,Paris,75009.0,9.0,centre
Baguetts Cafe - Brunch Paris 1,25.0,4.8,5341,33 Rue de Richelieu,"Paris, Ile-de-France, France",cafe,Paris,75001.0,1.0,centre
Pastasuta,25.0,4.8,2732,2 Rue de la Coutellerie,"Paris, Ile-de-France, France",italien,Paris,75004.0,4.0,centre
JUNK BEAUGRENELLE,15.0,4.8,1146,8 Rue Linois,"Paris, Ile-de-France, France",fast food,Paris,75015.0,15.0,intermediaire
Yoshinori,100.0,4.8,635,"18, Rue Gregoire de Tours","Paris, Ile-de-France, France",restaurant,Paris,75006.0,6.0,centre
McDonalds,15.0,4.8,4684,11 Av. de Wagram,"Paris, Ile-de-France, France",fast food,Paris,75017.0,17.0,peripherie
LElysee Saint Honore,45.0,4.8,3620,205 Rue du Faubourg Saint Honore,"Paris, Ile-de-France, France",restaurant francais,Paris,75008.0,8.0,centre
Le 39V,100.0,4.8,1957,39 Av. George V,"Paris, Ile-de-France, France",restaurant francais,Paris,75008.0,8.0,centre
Al Caratello,25.0,4.8,7616,5 Rue Audran,"Paris, Ile-de-France, France",restaurant italiens,Paris,75018.0,18.0,peripherie
Il Padrino,25.0,4.8,3010,49 Rue Custine,"Paris, Ile-de-France, France",restaurant,Paris,75018.0,18.0,peripherie
Generator Hostel,32.0,4.8,8874,9-11 Pl. du Colonel Fabien,"Paris, Ile-de-France, France",club,Paris,75010.0,10.0,intermediaire
Le Bel Air,25.0,4.8,1093,Av. du Dr Arnold Netter,"Paris, Ile-de-France, France",cafe,Paris,75012.0,12.0,intermediaire
Le Central,25.0,4.8,1761,139 Boulevard Sebastopol,"Paris, Ile-de-France, France",cafe,Paris,75002.0,2.0,centre
Chenapan,100.0,4.8,488,28 Rue Louise-Emilie de la Tour dAuvergne,"Paris, Ile-de-France, France",restaurant,Paris,75009.0,9.0,centre
Restaurant Mieux Paris 9,20.5,4.8,1184,21 Rue Saint-Lazare,"Paris, Ile-de-France, France",restaurant,Paris,75009.0,9.0,centre
Sweeteas - Barbecue Coreen,25.0,4.8,3096,109 avenue dIvry,"Paris, Ile-de-France, France",bbq,Paris,75013.0,13.0,intermediaire
Le Den,15.0,4.8,1468,167 Rue de Grenelle,"Paris, Ile-de-France, France",restaurant,Paris,75007.0,7.0,centre
Le 17.45 Paris Pigalle - Planches a composer,25.0,4.8,2713,49 Rue Jean Baptiste Pigalle,"Paris, Ile-de-France, France",pub et bar,Paris,75009.0,9.0,centre
Lunicco - Forum des Halles,5.5,4.8,3938,101 Porte Berger Westfield Forum des,"Paris, Ile-de-France, France",fast food,Paris,75001.0,1.0,centre
Les Nouveaux Sauvages P Reunion,15.0,4.8,1602,71 Rue de la Reunion,"Paris, Ile-de-France, France",pub et bar,Paris,75020.0,20.0,peripherie
Joyo - Azian Pub,25.0,4.8,1987,30 Bd des Italiens,"Paris, Ile-de-France, France",pub et bar,Paris,75009.0,9.0,centre
Le Paris Paris,38.0,4.8,6678,8 Rue De Monfaucon,"Paris, Ile-de-France, France",restaurant francais,Paris,75006.0,6.0,centre
Le Boreal,100.0,4.8,614,39 Rue Montcalm,"Paris, Ile-de-France, France",restaurant,Paris,75018.0,18.0,peripherie
Clutch,32.5,4.8,366,62 Rue de Montreuil,"Paris, Ile-de-France, France",restaurant,Paris,75011.0,11.0,intermediaire
Le Taillevent,100.0,4.8,2047,15 Rue Lamennais,"Paris, Ile-de-France, France",restaurant francais,Paris,75008.0,8.0,centre
Restaurant Pantagruel Paris,100.0,4.8,1258,10 Rue de Richelieu,"Paris, Ile-de-France, France",restaurant francais,Paris,75001.0,1.0,centre
The Canadian Embassy Pub,25.0,4.8,2105,71 Bd Gouvion-Saint-Cyr,"Paris, Ile-de-France, France",pub et bar,Paris,75017.0,17.0,peripherie
SUGO pasta fresca - Saint-Augustin,25.0,4.8,1979,16 Rue Saint-Augustin,"Paris, Ile-de-France, France",italien,Paris,75002.0,2.0,centre
Partie de Campagne,25.0,4.8,4558,36 Cr Saint-Emilion,"Paris, Ile-de-France, France",restaurant francais,Paris,75012.0,12.0,intermediaire
Manhattns Burgers,15.0,4.8,726,13 R. du Renard,"Paris, Ile-de-France, France",restaurant,Paris,75004.0,4.0,centre
Le CasseNoix,45.0,4.8,1761,56 Rue de la Federation,"Paris, Ile-de-France, France",restaurant,Paris,75015.0,15.0,intermediaire
Bistro Ramen Ryukishin,25.0,4.8,2339,59 Rue de Richelieu,"Paris, Ile-de-France, France",restaurant,Paris,75002.0,2.0,centre
RESTAURANT ARNAUD NICOLAS,32.5,4.8,1537,46 Av. de la Bourdonnais,"Paris, Ile-de-France, France",restaurant francais,Paris,75007.0,7.0,centre
Le Florimond,32.5,4.8,2178,19 Av. de la Motte-Picquet,"Paris, Ile-de-France, France",restaurant,Paris,75007.0,7.0,centre
Monsieur Maillot,40.0,4.8,893,99 Bd Gouvion-Saint-Cyr,"Paris, Ile-de-France, France",cafe,Paris,75017.0,17.0,peripherie
Cafe des Ministeres,72.0,4.8,709,83 Rue de lUniversite,"Paris, Ile-de-France, France",cafe,Paris,75007.0,7.0,centre
Restaurant Le Coupe-Chou,32.5,4.8,5265,11 Rue de Lanneau,"Paris, Ile-de-France, France",restaurant francais,Paris,75005.0,5.0,centre
Yatai Ramen Pyramides,25.0,4.8,3912,7 Pass. Choiseul,"Paris, Ile-de-France, France",restaurant,Paris,75002.0,2.0,centre
BISTROT DE LA TOUR EIFFEL,20.0,4.8,5961,21 Av. de la Bourdonnais,"Paris, Ile-de-France, France",cafe,Paris,75007.0,7.0,centre
Pub St Germain,20.0,4.8,6325,17 Rue de lAncienne Comedie,"Paris, Ile-de-France, France",pub et bar,Paris,75006.0,6.0,centre
Pinocchio - Restaurant Italien Paris 14,25.0,4.8,3269,19 Bd Edgar Quinet,"Paris, Ile-de-France, France",restaurant,Paris,75014.0,14.0,intermediaire
OKOMUSU,25.0,4.8,1940,11 Rue Charlot,"Paris, Ile-de-France, France",sushis,Paris,75003.0,3.0,centre
Royal Dragon,25.0,4.8,10208,"18 Rue Delambre, 98 Bd du Montparnasse","Paris, Ile-de-France, France",cafeteria,Paris,75014.0,14.0,intermediaire
Le comptoir du Relais,15.0,4.8,3793,9 Carr de lOdeon,"Paris, Ile-de-France, France",restaurant francais,Paris,75006.0,6.0,centre
La Scene Theleme,100.0,4.8,1400,18 Rue Troyon,"Paris, Ile-de-France, France",restaurant,Paris,75017.0,17.0,peripherie
VIET 1331,15.0,4.8,1348,86 Av. dIvry,"Paris, Ile-de-France, France",restaurant vietnamiens,Paris,75013.0,13.0,intermediaire
Restaurant le Meurice Alain Ducasse,100.0,4.8,2431,228 Rue de Rivoli,"Paris, Ile-de-France, France",restaurant francais,Paris,75001.0,1.0,centre
Les Fondus de la Raclette Montparnasse,21.5,4.8,6894,209 Bd Raspail,"Paris, Ile-de-France, France",restaurant francais,Paris,75014.0,14.0,intermediaire
CAFE PALAIS ROYAL Brasserie,20.0,4.8,3707,202 Rue Saint-Honore,"Paris, Ile-de-France, France",cafe,Paris,75001.0,1.0,centre
Dalmata Paris 2,15.0,4.8,5352,8 Rue Tiquetonne,"Paris, Ile-de-France, France",pizzeria,Paris,75002.0,2.0,centre
Depot Legal Montparnasse,20.0,4.8,2618,17 Rue du Depart,"Paris, Ile-de-France, France",cafe,Paris,75015.0,15.0,intermediaire
Les Canailles,52.0,4.8,2378,25 Rue la Bruyere,"Paris, Ile-de-France, France",restaurant,Paris,75009.0,9.0,centre
Le Clown Bar - Restaurant,30.5,4.8,2069,114 Rue Amelot,"Paris, Ile-de-France, France",pub et bar,Paris,75011.0,11.0,intermediaire
LHommage,42.5,4.8,1555,36 Av. de Choisy,"Paris, Ile-de-France, France",restaurant francais,Paris,75013.0,13.0,intermediaire
Dessirier,100.0,4.8,1566,"9, place du Marechal Juin","Paris, Ile-de-France, France",fruits de mer,Paris,75017.0,17.0,peripherie
Claudia Paris,25.0,4.8,1315,51 Av. de la Motte-Picquet,"Paris, Ile-de-France, France",restaurant italiens,Paris,75015.0,15.0,intermediaire
Contraste,100.0,4.8,862,18 Rue dAnjou,"Paris, Ile-de-France, France",restaurant francais,Paris,75008.0,8.0,centre
Made in Italy Capucines,15.0,4.8,690,22 Rue des Capucines,"Paris, Ile-de-France, France",fast food,Paris,75002.0,2.0,centre
