"id_restaurant","nom_restaurant","prix_moyen","rating","nb_notes","adresse","ville","main_category","commune","code_postal","arrondissement","zone_paris","insee_from_cp","insee_com","nom_arrondissement","pop_totale","pop_3_20_ans","nb_familles","nb_familles_mono","part_pop_3_20","part_fam_mono","revenu_median","taux_bac","taux_ouvrier","taux_chomage","facteur_deprivation","part_apl"
490,"KFC Paris Chatelet",15.0,4.8,9243,"31-35 Bd de Sebastopol","Paris, Ile-de-France, France","fast food","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
491,"Marsan par Helene Darroze",100.0,4.8,1299,"4 Rue dAssas","Paris, Ile-de-France, France","restaurant francais","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
492,"Jeannot et Colin",25.0,4.8,1626,"51 Bd Voltaire","Paris, Ile-de-France, France","restaurant a viande","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
493,"Semilla",48.0,4.8,3169,"54 Rue de Seine","Paris, Ile-de-France, France","restaurant","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
494,"Tadam",40.0,4.8,3392,"14 Rue du Jura","Paris, Ile-de-France, France","restaurant francais","Paris","75013",13,"intermediaire","75113","75113","Paris 13e Arrondissement",177833.0,31293.0765255113,42124.7879193933,9585.27451431624,0.76769487760366,1.16922949207519,25100,0.711342220513138,0.047742325263558,0.094182696802569,0.709941501291032,4.338
495,"Hammam Pacha",21.5,4.8,5198,"17 Rue Mayet","Paris, Ile-de-France, France","restaurant marocains","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
496,"Zapi",25.0,4.8,2696,"7 Rue du 29 Juillet","Paris, Ile-de-France, France","restaurant","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
497,"Bistrot Victoires",25.0,4.8,8956,"6 Rue de la Vrilliere","Paris, Ile-de-France, France","restaurant francais","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
498,"LA REGALADE",29.5,4.8,2722,"106 Rue Saint-Honore","Paris, Ile-de-France, France","restaurant francais","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
499,"DOST GRILL - Restaurant Turc Paris",25.0,4.8,1404,"179 Boulevard Brune","Paris, Ile-de-France, France","restaurant","Paris","75014",14,"intermediaire","75114","75114","Paris 14e Arrondissement",133967.0,22244.8424291788,30318.9850075247,6009.22091911199,0.724409667253306,1.01844233884749,28730,0.782915953622741,0.030631479354502,0.07956018221338,1.94411586474717,4.301
500,"Les Fils A Maman Paris Grands Boulevards",25.0,4.8,5860,"7 Bis Rue Geoffroy Marie","Paris, Ile-de-France, France","restaurant francais","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
501,"Joia Par Helene Darroze",53.5,4.8,5773,"39 Rue des Jeuneurs","Paris, Ile-de-France, France","restaurant espanols","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
502,"LAtlas - Paris",30.5,4.8,4315,"11 Rue de Buci","Paris, Ile-de-France, France","fruits de mer","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
503,"Capitole cafe - Sebastopol",15.0,4.8,3108,"105 Boulevard Sebastopol","Paris, Ile-de-France, France","cafe","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
504,"Le Pavillon de la Reine",112.5,4.8,769,"28 Pl. des Vosges","Paris, Ile-de-France, France","restaurant francais","Paris","75003",3,"centre","75103","75103","Paris 3e Arrondissement",33402.0,4727.55499053531,7816.18302332249,1418.54178817573,0.617471409097184,0.932567652401368,33180,0.836094404907947,0.02735407706541,0.080415680775181,2.7962955716641,5.736
505,"Mensae",43.0,4.8,1787,"23 Rue Melingue","Paris, Ile-de-France, France","restaurant francais","Paris","75019",19,"peripherie","75119","75119","Paris 19e Arrondissement",183211.0,36230.9947717827,43874.4446783109,10162.3912991788,0.862743009027822,1.19019251322711,21990,0.646506940756822,0.063920954720353,0.116502069773071,-0.544546534060954,4.904
506,"Krispy Kreme - CC Forum des Halles",5.5,4.8,2052,"12 Pass. de la Canopee","Paris, Ile-de-France, France","desserts","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
507,"Cafe des Deux Moulins",15.0,4.8,11554,"15 Rue Lepic","Paris, Ile-de-France, France","cafe","Paris","75018",18,"peripherie","75118","75118","Paris 18e Arrondissement",191135.0,30805.0161302009,43425.8288875106,9783.97545467691,0.703127291700882,1.15771103039105,23930,0.715037004573533,0.059916595322748,0.092040756232497,0.490370335625503,4.506
508,"Lou Cantou",25.0,4.8,3003,"Acces par le, 35 cite dantin, 61 Rue de Provence","Paris, Ile-de-France, France","restaurant francais","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
509,"LAmi Jean",17.5,4.8,4356,"27 Rue Malar","Paris, Ile-de-France, France","restaurant","Paris","75007",7,"centre","75107","75107","Paris 7e Arrondissement",48520.0,8118.98517883259,11547.3973563606,1512.59421664728,0.730018207474047,0.673087086427869,44110,0.855623356214713,0.022072883224414,0.061382880841802,4.68011779355016,5.554
510,"Le Passage Saint Honore",30.0,4.8,3176,"33 Place du Marche Saint-Honore","Paris, Ile-de-France, France","restaurant francais","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
511,"Les Blouses Blanches",15.0,4.8,4533,"186 Rue du Faubourg Saint-Antoine","Paris, Ile-de-France, France","pub et bar","Paris","75012",12,"intermediaire","75112","75112","Paris 12e Arrondissement",140311.0,23290.1806582801,33253.9188177107,6535.30052445586,0.724158900822797,1.00984719740025,29250,0.757852723654768,0.038086111867207,0.078425923577196,1.8346477947609,4.146
512,"Bibie Paris",35.0,4.8,531,"7 Rue Lacepede","Paris, Ile-de-France, France","restaurant francais","Paris","75005",5,"centre","75105","75105","Paris 5e Arrondissement",57380.0,10853.1833131306,12762.6203488744,2047.51752995005,0.825181209903045,0.824367215166068,34650,0.852722588714883,0.022065761923038,0.061616505985879,3.43672949788336,5.6
513,"Biondi",26.0,4.8,1472,"118 Rue Amelot","Paris, Ile-de-France, France","pub et bar","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
514,"Cafe de LOlympia",30.0,4.8,3660,"2 Rue de Seze","Paris, Ile-de-France, France","cafe","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
515,"UKIYO RAMEN",25.0,4.8,790,"6 Rue de Douai","Paris, Ile-de-France, France","restaurant","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
516,"Baguetts Cafe - Brunch Paris 1",25.0,4.8,5341,"33 Rue de Richelieu","Paris, Ile-de-France, France","cafe","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
517,"Pastasuta",25.0,4.8,2732,"2 Rue de la Coutellerie","Paris, Ile-de-France, France","italien","Paris","75004",4,"centre","75104","75104","Paris 4e Arrondissement",29064.0,4472.10595374178,6827.15925744134,1166.64748507198,0.671288852264113,0.878076893367938,31790,0.830494513501966,0.024655313830149,0.08930582417867,2.46645807601084,6.261
518,"JUNK BEAUGRENELLE",15.0,4.8,1146,"8 Rue Linois","Paris, Ile-de-France, France","fast food","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
519,"Yoshinori",100.0,4.8,635,"18, Rue Gregoire de Tours","Paris, Ile-de-France, France","restaurant","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
520,"McDonalds",15.0,4.8,4684,"11 Av. de Wagram","Paris, Ile-de-France, France","fast food","Paris","75017",17,"peripherie","75117","75117","Paris 17e Arrondissement",166336.0,29098.9451366555,39612.093970877,7180.83231865524,0.763209430182993,0.931493692158404,32290,0.788740297106962,0.037959664106942,0.083282988555933,2.29737361025854,4.876
521,"LElysee Saint Honore",45.0,4.8,3620,"205 Rue du Faubourg Saint Honore","Paris, Ile-de-France, France","restaurant francais","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
522,"Le 39V",100.0,4.8,1957,"39 Av. George V","Paris, Ile-de-France, France","restaurant francais","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
523,"Al Caratello",25.0,4.8,7616,"5 Rue Audran","Paris, Ile-de-France, France","restaurant italiens","Paris","75018",18,"peripherie","75118","75118","Paris 18e Arrondissement",191135.0,30805.0161302009,43425.8288875106,9783.97545467691,0.703127291700882,1.15771103039105,23930,0.715037004573533,0.059916595322748,0.092040756232497,0.490370335625503,4.506
524,"Il Padrino",25.0,4.8,3010,"49 Rue Custine","Paris, Ile-de-France, France","restaurant","Paris","75018",18,"peripherie","75118","75118","Paris 18e Arrondissement",191135.0,30805.0161302009,43425.8288875106,9783.97545467691,0.703127291700882,1.15771103039105,23930,0.715037004573533,0.059916595322748,0.092040756232497,0.490370335625503,4.506
525,"Generator Hostel",32.0,4.8,8874,"9-11 Pl. du Colonel Fabien","Paris, Ile-de-France, France","club","Paris","75010",10,"intermediaire","75110","75110","Paris 10e Arrondissement",83459.0,13494.021452243,19584.0122896016,3264.72212696351,0.705376448586344,0.856598842358534,28060,0.774063111880029,0.044224639427051,0.095936388703015,1.40254851180917,5.934
526,"Le Bel Air",25.0,4.8,1093,"Av. du Dr Arnold Netter","Paris, Ile-de-France, France","cafe","Paris","75012",12,"intermediaire","75112","75112","Paris 12e Arrondissement",140311.0,23290.1806582801,33253.9188177107,6535.30052445586,0.724158900822797,1.00984719740025,29250,0.757852723654768,0.038086111867207,0.078425923577196,1.8346477947609,4.146
527,"Le Central",25.0,4.8,1761,"139 Boulevard Sebastopol","Paris, Ile-de-France, France","cafe","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
528,"Chenapan",100.0,4.8,488,"28 Rue Louise-Emilie de la Tour dAuvergne","Paris, Ile-de-France, France","restaurant","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
529,"Restaurant Mieux Paris 9",20.5,4.8,1184,"21 Rue Saint-Lazare","Paris, Ile-de-France, France","restaurant","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
530,"Sweeteas - Barbecue Coreen",25.0,4.8,3096,"109 avenue dIvry","Paris, Ile-de-France, France","bbq","Paris","75013",13,"intermediaire","75113","75113","Paris 13e Arrondissement",177833.0,31293.0765255113,42124.7879193933,9585.27451431624,0.76769487760366,1.16922949207519,25100,0.711342220513138,0.047742325263558,0.094182696802569,0.709941501291032,4.338
531,"Le Den",15.0,4.8,1468,"167 Rue de Grenelle","Paris, Ile-de-France, France","restaurant","Paris","75007",7,"centre","75107","75107","Paris 7e Arrondissement",48520.0,8118.98517883259,11547.3973563606,1512.59421664728,0.730018207474047,0.673087086427869,44110,0.855623356214713,0.022072883224414,0.061382880841802,4.68011779355016,5.554
532,"Le 17.45 Paris Pigalle - Planches a composer",25.0,4.8,2713,"49 Rue Jean Baptiste Pigalle","Paris, Ile-de-France, France","pub et bar","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
533,"Lunicco - Forum des Halles",5.5,4.8,3938,"101 Porte Berger Westfield Forum des","Paris, Ile-de-France, France","fast food","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
534,"Les Nouveaux Sauvages P Reunion",15.0,4.8,1602,"71 Rue de la Reunion","Paris, Ile-de-France, France","pub et bar","Paris","75020",20,"peripherie","75120","75120","Paris 20e Arrondissement",192120.0,34501.8608831934,45625.9473893605,10814.6048915272,0.783470551843193,1.21795626946964,22880,0.673210217111925,0.059616922239316,0.108925178614908,-0.129348618170574,4.333
535,"Joyo - Azian Pub",25.0,4.8,1987,"30 Bd des Italiens","Paris, Ile-de-France, France","pub et bar","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
536,"Le Paris Paris",38.0,4.8,6678,"8 Rue De Monfaucon","Paris, Ile-de-France, France","restaurant francais","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
537,"Le Boreal",100.0,4.8,614,"39 Rue Montcalm","Paris, Ile-de-France, France","restaurant","Paris","75018",18,"peripherie","75118","75118","Paris 18e Arrondissement",191135.0,30805.0161302009,43425.8288875106,9783.97545467691,0.703127291700882,1.15771103039105,23930,0.715037004573533,0.059916595322748,0.092040756232497,0.490370335625503,4.506
538,"Clutch",32.5,4.8,366,"62 Rue de Montreuil","Paris, Ile-de-France, France","restaurant","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
539,"Le Taillevent",100.0,4.8,2047,"15 Rue Lamennais","Paris, Ile-de-France, France","restaurant francais","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
540,"Restaurant Pantagruel Paris",100.0,4.8,1258,"10 Rue de Richelieu","Paris, Ile-de-France, France","restaurant francais","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
541,"The Canadian Embassy Pub",25.0,4.8,2105,"71 Bd Gouvion-Saint-Cyr","Paris, Ile-de-France, France","pub et bar","Paris","75017",17,"peripherie","75117","75117","Paris 17e Arrondissement",166336.0,29098.9451366555,39612.093970877,7180.83231865524,0.763209430182993,0.931493692158404,32290,0.788740297106962,0.037959664106942,0.083282988555933,2.29737361025854,4.876
542,"SUGO pasta fresca - Saint-Augustin",25.0,4.8,1979,"16 Rue Saint-Augustin","Paris, Ile-de-France, France","italien","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
543,"Partie de Campagne",25.0,4.8,4558,"36 Cr Saint-Emilion","Paris, Ile-de-France, France","restaurant francais","Paris","75012",12,"intermediaire","75112","75112","Paris 12e Arrondissement",140311.0,23290.1806582801,33253.9188177107,6535.30052445586,0.724158900822797,1.00984719740025,29250,0.757852723654768,0.038086111867207,0.078425923577196,1.8346477947609,4.146
544,"Manhattns Burgers",15.0,4.8,726,"13 R. du Renard","Paris, Ile-de-France, France","restaurant","Paris","75004",4,"centre","75104","75104","Paris 4e Arrondissement",29064.0,4472.10595374178,6827.15925744134,1166.64748507198,0.671288852264113,0.878076893367938,31790,0.830494513501966,0.024655313830149,0.08930582417867,2.46645807601084,6.261
545,"Le CasseNoix",45.0,4.8,1761,"56 Rue de la Federation","Paris, Ile-de-France, France","restaurant","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
546,"Bistro Ramen Ryukishin",25.0,4.8,2339,"59 Rue de Richelieu","Paris, Ile-de-France, France","restaurant","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
547,"RESTAURANT ARNAUD NICOLAS",32.5,4.8,1537,"46 Av. de la Bourdonnais","Paris, Ile-de-France, France","restaurant francais","Paris","75007",7,"centre","75107","75107","Paris 7e Arrondissement",48520.0,8118.98517883259,11547.3973563606,1512.59421664728,0.730018207474047,0.673087086427869,44110,0.855623356214713,0.022072883224414,0.061382880841802,4.68011779355016,5.554
548,"Le Florimond",32.5,4.8,2178,"19 Av. de la Motte-Picquet","Paris, Ile-de-France, France","restaurant","Paris","75007",7,"centre","75107","75107","Paris 7e Arrondissement",48520.0,8118.98517883259,11547.3973563606,1512.59421664728,0.730018207474047,0.673087086427869,44110,0.855623356214713,0.022072883224414,0.061382880841802,4.68011779355016,5.554
549,"Monsieur Maillot",40.0,4.8,893,"99 Bd Gouvion-Saint-Cyr","Paris, Ile-de-France, France","cafe","Paris","75017",17,"peripherie","75117","75117","Paris 17e Arrondissement",166336.0,29098.9451366555,39612.093970877,7180.83231865524,0.763209430182993,0.931493692158404,32290,0.788740297106962,0.037959664106942,0.083282988555933,2.29737361025854,4.876
550,"Cafe des Ministeres",72.0,4.8,709,"83 Rue de lUniversite","Paris, Ile-de-France, France","cafe","Paris","75007",7,"centre","75107","75107","Paris 7e Arrondissement",48520.0,8118.98517883259,11547.3973563606,1512.59421664728,0.730018207474047,0.673087086427869,44110,0.855623356214713,0.022072883224414,0.061382880841802,4.68011779355016,5.554
551,"Restaurant Le Coupe-Chou",32.5,4.8,5265,"11 Rue de Lanneau","Paris, Ile-de-France, France","restaurant francais","Paris","75005",5,"centre","75105","75105","Paris 5e Arrondissement",57380.0,10853.1833131306,12762.6203488744,2047.51752995005,0.825181209903045,0.824367215166068,34650,0.852722588714883,0.022065761923038,0.061616505985879,3.43672949788336,5.6
552,"Yatai Ramen Pyramides",25.0,4.8,3912,"7 Pass. Choiseul","Paris, Ile-de-France, France","restaurant","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
553,"BISTROT DE LA TOUR EIFFEL",20.0,4.8,5961,"21 Av. de la Bourdonnais","Paris, Ile-de-France, France","cafe","Paris","75007",7,"centre","75107","75107","Paris 7e Arrondissement",48520.0,8118.98517883259,11547.3973563606,1512.59421664728,0.730018207474047,0.673087086427869,44110,0.855623356214713,0.022072883224414,0.061382880841802,4.68011779355016,5.554
554,"Pub St Germain",20.0,4.8,6325,"17 Rue de lAncienne Comedie","Paris, Ile-de-France, France","pub et bar","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
555,"Pinocchio - Restaurant Italien Paris 14",25.0,4.8,3269,"19 Bd Edgar Quinet","Paris, Ile-de-France, France","restaurant","Paris","75014",14,"intermediaire","75114","75114","Paris 14e Arrondissement",133967.0,22244.8424291788,30318.9850075247,6009.22091911199,0.724409667253306,1.01844233884749,28730,0.782915953622741,0.030631479354502,0.07956018221338,1.94411586474717,4.301
556,"OKOMUSU",25.0,4.8,1940,"11 Rue Charlot","Paris, Ile-de-France, France","sushis","Paris","75003",3,"centre","75103","75103","Paris 3e Arrondissement",33402.0,4727.55499053531,7816.18302332249,1418.54178817573,0.617471409097184,0.932567652401368,33180,0.836094404907947,0.02735407706541,0.080415680775181,2.7962955716641,5.736
557,"Royal Dragon",25.0,4.8,10208,"18 Rue Delambre, 98 Bd du Montparnasse","Paris, Ile-de-France, France","cafeteria","Paris","75014",14,"intermediaire","75114","75114","Paris 14e Arrondissement",133967.0,22244.8424291788,30318.9850075247,6009.22091911199,0.724409667253306,1.01844233884749,28730,0.782915953622741,0.030631479354502,0.07956018221338,1.94411586474717,4.301
558,"Le comptoir du Relais",15.0,4.8,3793,"9 Carr de lOdeon","Paris, Ile-de-France, France","restaurant francais","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
559,"La Scene Theleme",100.0,4.8,1400,"18 Rue Troyon","Paris, Ile-de-France, France","restaurant","Paris","75017",17,"peripherie","75117","75117","Paris 17e Arrondissement",166336.0,29098.9451366555,39612.093970877,7180.83231865524,0.763209430182993,0.931493692158404,32290,0.788740297106962,0.037959664106942,0.083282988555933,2.29737361025854,4.876
560,"VIET 1331",15.0,4.8,1348,"86 Av. dIvry","Paris, Ile-de-France, France","restaurant vietnamiens","Paris","75013",13,"intermediaire","75113","75113","Paris 13e Arrondissement",177833.0,31293.0765255113,42124.7879193933,9585.27451431624,0.76769487760366,1.16922949207519,25100,0.711342220513138,0.047742325263558,0.094182696802569,0.709941501291032,4.338
561,"Restaurant le Meurice Alain Ducasse",100.0,4.8,2431,"228 Rue de Rivoli","Paris, Ile-de-France, France","restaurant francais","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
562,"Les Fondus de la Raclette Montparnasse",21.5,4.8,6894,"209 Bd Raspail","Paris, Ile-de-France, France","restaurant francais","Paris","75014",14,"intermediaire","75114","75114","Paris 14e Arrondissement",133967.0,22244.8424291788,30318.9850075247,6009.22091911199,0.724409667253306,1.01844233884749,28730,0.782915953622741,0.030631479354502,0.07956018221338,1.94411586474717,4.301
563,"CAFE PALAIS ROYAL Brasserie",20.0,4.8,3707,"202 Rue Saint-Honore","Paris, Ile-de-France, France","cafe","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
564,"Dalmata Paris 2",15.0,4.8,5352,"8 Rue Tiquetonne","Paris, Ile-de-France, France","pizzeria","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
565,"Depot Legal Montparnasse",20.0,4.8,2618,"17 Rue du Depart","Paris, Ile-de-France, France","cafe","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
566,"Les Canailles",52.0,4.8,2378,"25 Rue la Bruyere","Paris, Ile-de-France, France","restaurant","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
567,"Le Clown Bar - Restaurant",30.5,4.8,2069,"114 Rue Amelot","Paris, Ile-de-France, France","pub et bar","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
