nom;prix_intervalle;rating;nb_notes;adresse;ville;latitude;longitude;main_category;lat_round;lon_round;commune;code_postal;code_insee;arrondissement;zone_paris;
LAZU Restaurant (Bouillon47);41.0;4.8;775;47 Rue Marguerite de Rochechouart;Paris, Île-de-France, France;48.8790957;2.3454481;restaurant français;48.8791;2.3454;Paris;75009;;9;centre;
McDonald's;15.0;4.8;3623;55 Rue Paul Vaillant Couturier;Argenteuil, Île-de-France, France;48.9447172;2.2521035;fast food;48.9447;2.2521;Argenteuil;95100;;;hors_paris;
BO&MIE Louvre-Rivoli;5.5;4.8;10813;91 Rue de Rivoli;Paris, Île-de-France, France;48.8607103;2.3409906;desserts;48.8607;2.341;Paris;75001;;1;centre;
Aldehyde;100.0;4.8;376;5 Rue du Pont Louis-Philippe;Paris, Île-de-France, France;48.8549492;2.3553847;pub et bar;48.8549;2.3554;Paris;75004;;4;centre;
Restaurant Drouant;100.0;4.8;3037;16-18 Rue Gaillon;Paris, Île-de-France, France;48.8687465;2.334434;restaurant français;48.8687;2.3344;Paris;75002;;2;centre;
Clamato;65.0;4.8;2507;80 Rue de Charonne;Paris, Île-de-France, France;48.8535539;2.3808208;restaurant;48.8536;2.3808;Paris;75011;;11;intermediaire;
Substance;100.0;4.8;1779;18 Rue de Chaillot;Paris, Île-de-France, France;48.8672869;2.2976604;restaurant français;48.8673;2.2977;Paris;75116;;16;peripherie;
Café Compagnon;50.0;4.8;698;22-26 Rue Leopold Bellan;Paris, Île-de-France, France;48.8666463;2.3456536;café;48.8666;2.3457;Paris;75002;;2;centre;
CASA COSA;25.0;4.8;4090;30 Rue de Mogador;Paris, Île-de-France, France;48.8757137;2.331419;pizzeria;48.8757;2.3314;Paris;75009;;9;centre;
Frenchie Bar À Vins;15.0;4.8;630;6 Rue du Nil;Paris, Île-de-France, France;48.8678076;2.3479027;bars à vin;48.8678;2.3479;Paris;75002;;2;centre;
La Causerie;42.5;4.8;1171;31 Rue Vital;Paris, Île-de-France, France;48.858974;2.2783888;restaurant français;48.859;2.2784;Paris;75116;;16;peripherie;
Wonderland brunchy Notre Dame/ Restaurant Brunch;25.0;4.8;3614;4 Quai D'orléans;Paris, Île-de-France, France;48.8512846;2.3558291;restaurant;48.8513;2.3558;Paris;75004;;4;centre;
Julien;25.0;4.8;13253;16 Rue du Faubourg Saint-Denis;Paris, Île-de-France, France;48.8705635;2.3532275;restaurant français;48.8706;2.3532;Paris;75010;;10;intermediaire;
Marie Akaneya;100.0;4.8;614;12 Rue Godot de Mauroy;Paris, Île-de-France, France;48.8707852;2.3270765;sushis;48.8708;2.3271;Paris;75009;;9;centre;
Colvert;38.5;4.8;1583;30 Rue des Grands Augustins;Paris, Île-de-France, France;48.853583;2.3401589;restaurant français;48.8536;2.3402;Paris;75006;;6;centre;
Paris en Scène Dîner Croisière;41.0;4.8;16638;escale de, L'île aux Cygnes, Pont de Bir-Hakeim;Paris, Île-de-France, France;48.8551674;2.2872708;restaurant français;48.8552;2.2873;Paris;75015;;15;intermediaire;
L'Exode;15.0;4.8;1320;39 Boulevard de Strasbourg Paris;Paris, Île-de-France, France;48.871854;2.3554365;pub et bar;48.8719;2.3554;Paris;75010;;10;intermediaire;
Baillotte;15.0;4.8;464;16 Rue du Dragon;Paris, Île-de-France, France;48.8535373;2.3308734;restaurant français;48.8535;2.3309;Paris;75006;;6;centre;
Signature Montmartre;50.0;4.8;1455;12 Rue des Trois Frères;Paris, Île-de-France, France;48.8844222;2.3413207;restaurant;48.8844;2.3413;Paris;75018;;18;peripherie;
Pavyllon;100.0;4.8;1894;8 Avenue Dutuit;Paris, Île-de-France, France;48.8662387;2.3164818;restaurant;48.8662;2.3165;Paris;75008;;8;centre;
KFC Paris Place d'Italie;15.0;4.8;5981;211-213 Bd Vincent Auriol;Paris, Île-de-France, France;48.8308401;2.3570359;fast food;48.8308;2.357;Paris;75013;;13;intermediaire;
Via Del Gusto;25.0;4.8;8506;344 Rue de Vaugirard;Paris, Île-de-France, France;48.8364402;2.2944813;restaurant;48.8364;2.2945;Paris;75015;;15;intermediaire;
Sir Winston;25.5;4.8;6391;5 Rue de Presbourg;Paris, Île-de-France, France;48.8721992;2.29483;pub et bar;48.8722;2.2948;Paris;75116;;16;peripherie;
La cantine diderot;15.0;4.8;2217;74 Bd Diderot;Paris, Île-de-France, France;48.84662693;2.38205457;restaurant français;48.8466;2.3821;Paris;75012;;12;intermediaire;
Brasserie Rosie;25.0;4.8;7142;53 Rue du Faubourg Saint-Antoine;Paris, Île-de-France, France;48.8522001;2.3730884;restaurant français;48.8522;2.3731;Paris;75011;;11;intermediaire;
Trantranzai Panthéon;15.0;4.8;2580;3 Rue de l'École Polytechnique, 75005;Paris, Île-de-France, France;48.8474343;2.3480187;restaurant;48.8474;2.348;Paris;75005;;5;centre;
Perruche;49.0;4.8;5484;Printemps De L'homme - 9ème Étage, 2 Rue Du Havre;Paris, Île-de-France, France;48.8740164;2.327851;pub et bar;48.874;2.3279;Paris;75009;;9;centre;
Le George;105.0;4.8;2244;31 Av. George V;Paris, Île-de-France, France;48.8688199;2.3008259;restaurant italiens;48.8688;2.3008;Paris;75008;;8;centre;
Bollynan streetfood indienne - Montorgueil;15.0;4.8;6837;12 Rue des Petits Carreaux;Paris, Île-de-France, France;48.8667201;2.3473514;restaurant;48.8667;2.3474;Paris;75002;;2;centre;
L'Escargot Montorgueil;30.5;4.8;9940;38 Rue Montorgueil;Paris, Île-de-France, France;48.8641932;2.3467171;restaurant;48.8642;2.3467;Paris;75001;;1;centre;
Dalia;35.0;4.8;3865;93 Rue Montmartre;Paris, Île-de-France, France;48.867868;2.3435539;restaurant;48.8679;2.3436;Paris;75002;;2;centre;
Oma Beaurepaire;25.0;4.8;1426;6 Rue Beaurepaire;Paris, Île-de-France, France;48.8693427;2.3635403;restaurant;48.8693;2.3635;Paris;75010;;10;intermediaire;
Le Paradis du Fruit - Opéra;25.0;4.8;7621;30 Bd des Italiens;Paris, Île-de-France, France;48.871415;2.335572;restaurant;48.8714;2.3356;Paris;75009;;9;centre;
Relais de l’Entrecôte;35.0;4.8;12032;15 Rue Marbeuf;Paris, Île-de-France, France;48.868142;2.3027971;restaurant à viande;48.8681;2.3028;Paris;75008;;8;centre;
Le Relais du 15ème;25.0;4.8;5366;78, Avenue Emile Zola;Paris, Île-de-France, France;48.8465043;2.2867523;italien;48.8465;2.2868;Paris;75015;;15;intermediaire;
Brasserie des Champs;25.0;4.8;3939;122 avenue des Champs-Elysées;Paris, Île-de-France, France;48.87251;2.30015;restaurant français;48.8725;2.3002;Paris;75008;;8;centre;
Mian Fan;15.0;4.8;4532;124 Bd du Montparnasse;Paris, Île-de-France, France;48.8412639;2.3312889;restaurant;48.8413;2.3313;Paris;75014;;14;intermediaire;
Assanabel Republique - Marais;35.0;4.8;6407;6 Rue Pierre Chausson;Paris, Île-de-France, France;48.8704692;2.3604933;restaurant;48.8705;2.3605;Paris;75010;;10;intermediaire;
Tripletta Gaité;15.0;4.8;2850;1 Impasse de la Gaité;Paris, Île-de-France, France;48.8405655;2.3247326;restaurant;48.8406;2.3247;Paris;75014;;14;intermediaire;
Le Bouchon Parisien;30.0;4.8;2722;28 Av. de Suffren;Paris, Île-de-France, France;48.8550468;2.2944438;restaurant français;48.855;2.2944;Paris;75015;;15;intermediaire;
La Charrette à Crêpes;5.5;4.8;1607;19 Rue Ferdinand Duval;Paris, Île-de-France, France;48.8569207;2.3596013;desserts;48.8569;2.3596;Paris;75004;;4;centre;
Gigi Paris;100.0;4.8;4174;15 Av. Montaigne;Paris, Île-de-France, France;48.8657065;2.3031404;restaurant italiens;48.8657;2.3031;Paris;75008;;8;centre;
The Kitchen;25.0;4.8;6726;44 Rue de Ponthieu;Paris, Île-de-France, France;48.871549;2.307307;restaurant;48.8715;2.3073;Paris;75008;;8;centre;
Leader Sushi;15.0;4.8;3390;78 Rue Rambuteau;Paris, Île-de-France, France;48.8623321;2.3490652;sushis;48.8623;2.3491;Paris;75001;;1;centre;
Abri Soba;25.0;4.8;1628;10 Rue Saulnier;Paris, Île-de-France, France;48.8749357;2.3445873;restaurant japonais;48.8749;2.3446;Paris;75009;;9;centre;
Le Gabriel;100.0;4.8;1852;42, Avenue Gabriel La Réserve Hotel, Spa and Apartments;Paris, Île-de-France, France;48.8697972;2.3133111;restaurant français;48.8698;2.3133;Paris;75008;;8;centre;
Restaurant Kei;100.0;4.8;3090;5 Rue Coq Héron;Paris, Île-de-France, France;48.864358;2.3420827;restaurant français;48.8644;2.3421;Paris;75001;;1;centre;
CHOUKRAN – Restaurant Marocain; Paris 2;15.0;4.8;1743;69 Rue d'Aboukir;Paris, Île-de-France, France;48.8677315;2.3466692;restaurant marocains;48.8677;2.3467;Paris;75002;;2;centre
Bacha Coffee Champs-élysées;25.0;4.8;956;26 Av. des Champs-Élysées;Paris, Île-de-France, France;48.8698041;2.3088281;café;48.8698;2.3088;Paris;75008;;8;centre;
Oktobre;100.0;4.8;1226;25 Rue des Grands Augustins;Paris, Île-de-France, France;48.8537509;2.3404345;restaurant français;48.8538;2.3404;Paris;75006;;6;centre;
Pur';100.0;4.8;2426;5 Rue de La Paix, Park Hyatt Paris;Paris, Île-de-France, France;48.8689056;2.3301781;restaurant français;48.8689;2.3302;Paris;75002;;2;centre;
SHU YUAN;25.0;4.8;1678;29 Bd des Italiens;Paris, Île-de-France, France;48.8709622;2.3350115;restaurant chinois;48.871;2.335;Paris;75002;;2;centre;
Le Beef;15.5;4.8;7758;33 Rue des Rosiers;Paris, Île-de-France, France;48.8578049;2.3579982;restaurant à viande;48.8578;2.358;Paris;75004;;4;centre;
MELT Batignolles;25.0;4.8;4245;83 Rue Legendre;Paris, Île-de-France, France;48.8877739;2.3203012;bbq;48.8878;2.3203;Paris;75017;;17;peripherie;
Hadramaout - Le Restaurant Yemenite Champs Elysées;25.0;4.8;3286;Galerie Berri-Washington, 5 Rue de Berri;Paris, Île-de-France, France;48.8723642;2.3027844;restaurant;48.8724;2.3028;Paris;75008;;8;centre;
BAOBAR - Restaurant Chinois;25.0;4.8;3480;42 Rue Sainte-Croix de la Bretonnerie;Paris, Île-de-France, France;48.858855;2.354708;restaurant;48.8589;2.3547;Paris;75004;;4;centre;
Bistro des Lettres;30.0;4.8;2858;52 Bd Saint-Germain;Paris, Île-de-France, France;48.8500005;2.3497224;restaurant français;48.85;2.3497;Paris;75005;;5;centre;
Tiger Tiger - Restaurant Chinois;25.0;4.8;2382;15 Rue René Boulanger;Paris, Île-de-France, France;48.869269;2.357498;restaurant;48.8693;2.3575;Paris;75010;;10;intermediaire;
Hippopotamus Steakhouse;25.0;4.8;8609;1 Boulevard Des Capucines;Paris, Île-de-France, France;48.870713;2.3339189;restaurant à viande;48.8707;2.3339;Paris;75002;;2;centre;
Au P'tit Crêpe;15.0;4.8;3649;25 Rue St Denis;Paris, Île-de-France, France;48.8596577;2.34789;restaurant;48.8597;2.3479;Paris;75001;;1;centre;
La Grande Cascade;100.0;4.8;3896;Rte de la Vge aux Berceaux;Paris, Île-de-France, France;48.8626993;2.2404366;restaurant français;48.8627;2.2404;Paris;75016;;16;peripherie;
Magma | Chef Ryuya Ono;100.0;4.8;728;9 Rue Jean-Pierre Timbaud;Paris, Île-de-France, France;48.8651114;2.3672331;restaurant;48.8651;2.3672;Paris;75011;;11;intermediaire;
Brasserie Bellanger;25.0;4.8;5905;140 Rue du Faubourg Poissonnière;Paris, Île-de-France, France;48.8809206;2.3500288;restaurant français;48.8809;2.35;Paris;75010;;10;intermediaire;
La Taverne de Zhao Batignolles;15.0;4.8;821;59 Rue des Dames;Paris, Île-de-France, France;48.8838284;2.3215669;restaurant chinois;48.8838;2.3216;Paris;75017;;17;peripherie;
Maison Blanche;25.0;4.8;2162;21 Rue de la Huchette;Paris, Île-de-France, France;48.8530186;2.345426;restaurant français;48.853;2.3454;Paris;75005;;5;centre;
McDonald's;15.0;4.8;22238;140 Av. des Champs-Élysées;Paris, Île-de-France, France;48.8728825;2.2990078;fast food;48.8729;2.299;Paris;75008;;8;centre;
Le Nelson's - Louvre;36.5;4.8;5268;16 Rue Coquillière;Paris, Île-de-France, France;48.8637009;2.3430557;restaurant;48.8637;2.3431;Paris;75001;;1;centre;
Tosca;100.0;4.8;914;20 Rue du Cirque;Paris, Île-de-France, France;48.8710715;2.3155492;restaurant italiens;48.8711;2.3155;Paris;75008;;8;centre;
NooRi;15.0;4.8;4732;20 Rue du Faubourg Saint-Martin;Paris, Île-de-France, France;48.8698525;2.3561967;sushis;48.8699;2.3562;Paris;75010;;10;intermediaire;
Le Moulin de la Galette;17.0;4.8;7664;83 Rue Lepic;Paris, Île-de-France, France;48.8873961;2.3371292;restaurant français;48.8874;2.3371;Paris;75018;;18;peripherie;
BO&MIE - Saint Michel;5.5;4.8;5709;5 Boulevard Saint-michel;Paris, Île-de-France, France;48.8524002;2.3439942;fast food;48.8524;2.344;Paris;70075;;;hors_paris;
Indiana Café - Les Halles;25.0;4.8;3637;35 Rue du Pont Neuf;Paris, Île-de-France, France;48.8614844;2.3447392;café;48.8615;2.3447;Paris;75001;;1;centre;
L'entrecôte De Paris;25.0;4.8;9072;29 Rue de Marignan;Paris, Île-de-France, France;48.8696162;2.3064594;restaurant français;48.8696;2.3065;Paris;75008;;8;centre;
Korus restaurant;30.5;4.8;1114;73 Rue Amelot;Paris, Île-de-France, France;48.8592668;2.3681014;restaurant français;48.8593;2.3681;Paris;75011;;11;intermediaire;
Jinchan Yokocho;25.0;4.8;1211;41 Rue du Faubourg du Temple;Paris, Île-de-France, France;48.8693613;2.3687224;restaurant;48.8694;2.3687;;;;;hors_paris;
Le Suffren - Paris;30.5;4.8;8835;84 Av. de Suffren;Paris, Île-de-France, France;48.8511726;2.3005486;fruits de mer;48.8512;2.3005;Paris;75015;;15;intermediaire;
Brasserie La Lorraine;32.5;4.8;7691;2 Pl. des Ternes;Paris, Île-de-France, France;48.87789;2.298893;fruits de mer;48.8779;2.2989;Paris;75008;;8;centre;
Amorino Gelato - Paris Commerce;5.5;4.8;1801;90 rue Commerce;Paris, Île-de-France, France;48.8440991;2.2932418;desserts;48.8441;2.2932;Paris;75015;;15;intermediaire;
JMT - Jon Mat Taeng Paris;25.0;4.8;2795;63 Quai de la Gare;Paris, Île-de-France, France;48.8357299;2.3751122;restaurant coréens;48.8357;2.3751;Paris;75013;;13;intermediaire;
ERNEST BRASSERIE;15.0;4.8;2019;35 Rue du Commandant René Mouchotte;Paris, Île-de-France, France;48.8377549;2.3193911;fast food;48.8378;2.3194;Paris;75014;;14;intermediaire;
Restaurant coréen Paris 14;25.0;4.8;820;39 Rue de la Gaité;Paris, Île-de-France, France;48.838934;2.3231318;restaurant;48.8389;2.3231;Paris;75014;;14;intermediaire;
Moghol;25.0;4.8;3862;26 Rue de Caumartin;Paris, Île-de-France, France;48.8720116;2.3283251;restaurant;48.872;2.3283;Paris;75009;;9;centre;
Le Café des Chats;15.0;4.8;8092;9 Rue Sedaine;Paris, Île-de-France, France;48.8558739;2.3718191;café;48.8559;2.3718;Paris;75011;;11;intermediaire;
Oté;25.0;4.8;787;46 Rue Jean-Pierre Timbaud;Paris, Île-de-France, France;48.8663418;2.3724642;restaurant;48.8663;2.3725;Paris;75011;;11;intermediaire;
Le Petit Poucet - Paris;32.0;4.8;3931;5 Pl. de Clichy;Paris, Île-de-France, France;48.8836109;2.3265959;restaurant;48.8836;2.3266;Paris;75017;;17;peripherie;
Inagiku;30.5;4.8;3358;14 Rue De Pontoise;Paris, Île-de-France, France;48.8497772;2.3518381;restaurant;48.8498;2.3518;Paris;75005;;5;centre;
La Fresque;25.0;4.8;4087;100 Rue Rambuteau;Paris, Île-de-France, France;48.8625296;2.3480462;restaurant français;48.8625;2.348;Paris;75001;;1;centre;
Le Bailli de Suffren;15.5;4.8;1880;7 Av. de Suffren, 75007;Paris, Île-de-France, France;48.856797;2.292412;bars à bière;48.8568;2.2924;Paris;75007;;7;centre;
Curry & Rolls;15.0;4.8;873;89 Rue de Bagnolet;Paris, Île-de-France, France;48.8588749;2.4012347;fast food;48.8589;2.4012;Paris;75020;;20;peripherie;
Restaurant Pierre Gagnaire;100.0;4.8;2341;6 Rue Balzac;Paris, Île-de-France, France;48.8732444;2.3004528;restaurant;48.8732;2.3005;Paris;75008;;8;centre;
Le Mary Celeste;15.5;4.8;3410;1 Rue Commines;Paris, Île-de-France, France;48.8617412;2.3650124;fruits de mer;48.8617;2.365;Paris;75003;;3;centre;
Marvely;25.0;4.8;7586;46 Rue Crozatier;Paris, Île-de-France, France;48.8485262;2.3805783;café;48.8485;2.3806;Paris;75012;;12;intermediaire;
Pierre Sang;35.5;4.8;2008;6 Rue Gambey;Paris, Île-de-France, France;48.8649889;2.3722097;pub et bar;48.865;2.3722;Paris;75011;;11;intermediaire;
Le Crémieux;15.0;4.8;1132;21 Rue de Lyon;Paris, Île-de-France, France;48.8473457;2.3715098;fast food;48.8473;2.3715;;;;;hors_paris;
Ciasa Mia;100.0;4.8;1211;19 Rue Laplace;Paris, Île-de-France, France;48.8473894;2.347102;restaurant italiens;48.8474;2.3471;Paris;75005;;5;centre;
Restaurant Derrière;56.0;4.8;6179;69 Rue des Gravilliers;Paris, Île-de-France, France;48.864518;2.354208;restaurant français;48.8645;2.3542;Paris;75003;;3;centre;
Perception;100.0;4.8;803;53 Rue Blanche;Paris, Île-de-France, France;48.8812402;2.3313732;restaurant;48.8812;2.3314;Paris;75009;;9;centre;
Mian Fan Dumpling Factory;15.0;4.8;1540;29 Rue de Mogador;Paris, Île-de-France, France;48.8755721;2.3310324;restaurant;48.8756;2.331;Paris;75008;;8;centre;
Café De La Paix;100.0;4.8;13433;5 Place de l Opera;Paris, Île-de-France, France;48.8708719;2.3317623;café;48.8709;2.3318;;;;;hors_paris;
888 NIGHT MARKET 一村夜话;25.0;4.8;2524;3 Imp. Beaubourg;Paris, Île-de-France, France;48.862102;2.3534899;chinois;48.8621;2.3535;Paris;75003;;3;centre;
Glace Bachir;5.5;4.8;8312;58 Rue Rambuteau;Paris, Île-de-France, France;48.8617905;2.3514498;desserts;48.8618;2.3514;Paris;75003;;3;centre;
Baca'v Paris par Gilles Choukroun;50.0;4.8;787;6, rue Des Fossées Saint Marcel;Paris, Île-de-France, France;48.83919;2.356063;restaurant;48.8392;2.3561;Paris;75005;;5;centre;
Les Artistes;25.0;4.8;4291;60 Rue Didot;Paris, Île-de-France, France;48.829901;2.317785;restaurant français;48.8299;2.3178;Paris;75014;;14;intermediaire;
La Caféothèque de Paris;5.5;4.8;5746;52, rue de l’Hôtel-de-Ville;Paris, Île-de-France, France;48.8544525;2.3557667;café;48.8545;2.3558;Paris;75004;;4;centre;
Sellae;50.0;4.8;733;18 Rue des Wallons;Paris, Île-de-France, France;48.8387795;2.3596058;restaurant français;48.8388;2.3596;Paris;75013;;13;intermediaire;
LE CHOUBICHOU PARIS CHÂTELET;15.0;4.8;2354;5 Rue Mondétour;Paris, Île-de-France, France;48.862971;2.347936;restaurant;48.863;2.3479;Paris;75001;;1;centre;
Fric-Frac Montmartre;15.0;4.8;3219;4 Rue des Trois Frères;Paris, Île-de-France, France;48.8838194;2.3416479;restaurant;48.8838;2.3416;Paris;75018;;18;peripherie;
Jinchan shokudo;25.0;4.8;3615;154 Rue du Faubourg Saint-Antoine;Paris, Île-de-France, France;48.8502985;2.3806007;sushis;48.8503;2.3806;Paris;75012;;12;intermediaire;
Firmine;30.0;4.8;7341;38B Av. de Suffren;Paris, Île-de-France, France;48.8545594;2.2953582;pizzeria;48.8546;2.2954;Paris;75007;;7;centre;
AU PÈRE FOUETTARD;20.0;4.8;5059;9 Rue Pierre Lescot;Paris, Île-de-France, France;48.8626406;2.3483652;restaurant français;48.8626;2.3484;Paris;75001;;1;centre;
Popeyes Louisiana Chicken Gare du Nord;15.0;4.8;4061;9 Bd de Denain;Paris, Île-de-France, France;48.8796238;2.3544005;restaurant américains;48.8796;2.3544;Paris;75010;;10;intermediaire;
The Place to...Wagram;35.0;4.8;7318;47 Av. de Wagram;Paris, Île-de-France, France;48.8775016;2.2974792;restaurant;48.8775;2.2975;Paris;75017;;17;peripherie;
Le Grand Véfour;100.0;4.8;3852;17 Rue de Beaujolais;Paris, Île-de-France, France;48.8661299;2.3379859;restaurant;48.8661;2.338;Paris;75001;;1;centre;
Hanoï Cà Phê Bercy;25.0;4.8;6048;26 Cr Saint-Emilion;Paris, Île-de-France, France;48.8328134;2.3864836;restaurant;48.8328;2.3865;Paris;75012;;12;intermediaire;
Kehribar;20.0;4.8;4381;1 Rue des Fossés Saint-Jacques;Paris, Île-de-France, France;48.8460915;2.3433573;restaurant;48.8461;2.3434;Paris;75005;;5;centre;
Lapérouse;100.0;4.8;3234;51 Quai des Grands Augustins;Paris, Île-de-France, France;48.8551202;2.3415552;restaurant français;48.8551;2.3416;Paris;75006;;6;centre;
Okito;25.0;4.8;3006;35 Rue Bayen;Paris, Île-de-France, France;48.8805577;2.2934174;restaurant;48.8806;2.2934;Paris;75017;;17;peripherie;
Chez Marianne;25.0;4.8;7405;2 Rue des Hospitalières Saint-Gervais;Paris, Île-de-France, France;48.8578056;2.3587433;restaurant;48.8578;2.3587;Paris;75004;;4;centre;
Les Amours in paris;30.0;4.8;2644;27 Av. de la Bourdonnais;Paris, Île-de-France, France;48.859066;2.2983287;restaurant français;48.8591;2.2983;Paris;75007;;7;centre;
Le Jules Jo - Paris 18;15.0;4.8;2146;28 Rue Hermel;Paris, Île-de-France, France;48.8922716;2.3451358;pizzeria;48.8923;2.3451;Paris;75018;;18;peripherie;
Glace Room & family café;5.5;4.8;1735;Place de la Bastille, 4 Rue de la Roquette;Paris, Île-de-France, France;48.8533708;2.3704956;café;48.8534;2.3705;Paris;75011;;11;intermediaire;
24 Le restaurant;42.0;4.8;1413;24 Rue Jean Mermoz;Paris, Île-de-France, France;48.8710484;2.3118763;restaurant français;48.871;2.3119;Paris;75008;;8;centre;
Le Jardin des Pâtes;25.0;4.8;2802;4 Rue Lacépède;Paris, Île-de-France, France;48.843769;2.354375;restaurant;48.8438;2.3544;Paris;75005;;5;centre;
Pb Poulet Braisé Châtelet;15.0;4.8;7770;12 Rue de la Cossonnerie;Paris, Île-de-France, France;48.8616877;2.3484429;restaurant;48.8617;2.3484;Paris;75001;;1;centre;
Roberta Ristorante;25.0;4.8;4367;30 Cr Saint-Emilion;Paris, Île-de-France, France;48.832962;2.3865712;restaurant italiens;48.833;2.3866;Paris;75012;;12;intermediaire;
Bistro Des Poèmes;34.5;4.8;1357;7 Rue Corneille;Paris, Île-de-France, France;48.8493385;2.3393517;restaurant français;48.8493;2.3394;Paris;75006;;6;centre;
Restaurant La Halle aux Grains;100.0;4.8;1042;2 Rue de Viarmes;Paris, Île-de-France, France;48.8629365;2.3423588;restaurant français;48.8629;2.3424;Paris;75001;;1;centre;
Via Del Campo;45.5;4.8;2011;22 Rue du Champ de Mars;Paris, Île-de-France, France;48.856156;2.3042038;restaurant italiens;48.8562;2.3042;Paris;75007;;7;centre;
Chez Georges;1.0;4.8;1824;1 Rue du Mail;Paris, Île-de-France, France;48.8664236;2.3412876;restaurant;48.8664;2.3413;Paris;75002;;2;centre;
La Solita Taverna;15.0;4.8;2814;10 Rue du Fouarre;Paris, Île-de-France, France;48.85157;2.347237;italien;48.8516;2.3472;Paris;75005;;5;centre;
Trattoria Napoletana Da Enzo;15.0;4.8;1376;80 Rue St Charles;Paris, Île-de-France, France;48.8472804;2.2860206;pizzeria;48.8473;2.286;Paris;75015;;15;intermediaire;
Simone; Le Resto...;42.0;4.8;966;33 Bd Arago;Paris, Île-de-France, France;48.8353249;2.3479007;restaurant;48.8353;2.3479;Paris;75013;;13;intermediaire
La Taverne de Zhao;15.0;4.8;1844;FR, 11 Rue Delambre;Paris, Île-de-France, France;48.8416463;2.3283367;restaurant chinois;48.8416;2.3283;Paris;75014;;14;intermediaire;
La Cagouille;38.5;4.8;4377;10 place Constantin-Brancusi;Paris, Île-de-France, France;48.8371933;2.3208824;fruits de mer;48.8372;2.3209;Paris;75014;;14;intermediaire;
Salōn Marais;25.0;4.8;2330;3 Rue du Roi Doré;Paris, Île-de-France, France;48.8599715;2.3642921;restaurant;48.86;2.3643;Paris;75003;;3;centre;
La Taverne de Zhao Canal Saint-Martin;15.0;4.8;2909;49 Rue des Vinaigriers;Paris, Île-de-France, France;48.8731249;2.3603188;chinois;48.8731;2.3603;Paris;75010;;10;intermediaire;
Restaurant Café Madame;25.0;4.8;2553;25 Rue de Vaugirard;Paris, Île-de-France, France;48.8483597;2.3317999;café;48.8484;2.3318;Paris;75006;;6;centre;
Bambini Paris;15.0;4.8;4331;Palais De Tokyo, 13 Av. du Président Wilson;Paris, Île-de-France, France;48.8645866;2.2966748;restaurant;48.8646;2.2967;Paris;75116;;16;peripherie;
Pratolina;25.0;4.8;7306;11 Bd de Bonne Nouvelle;Paris, Île-de-France, France;48.8699775;2.3506005;restaurant;48.87;2.3506;Paris;75002;;2;centre;
La Scène par Stéphanie Le Quellec;100.0;4.8;1437;32 Av. Matignon;Paris, Île-de-France, France;48.8720634;2.3145637;restaurant;48.8721;2.3146;Paris;75008;;8;centre;
De La Tour;32.5;4.8;2583;6 Rue Desaix;Paris, Île-de-France, France;48.8544716;2.2949214;restaurant français;48.8545;2.2949;Paris;75015;;15;intermediaire;
O'Tacos Qwartz;15.0;4.8;1447;4 Bd Gallieni;Villeneuve-la-Garenne, Île-de-France, France;48.9252009;2.3291273;fast food;48.9252;2.3291;Villeneuve-la-Garenne;92390;;;hors_paris;
Le Soufflé;26.0;4.8;7948;36 Rue du Mont Thabor;Paris, Île-de-France, France;48.8664661;2.3264324;restaurant français;48.8665;2.3264;Paris;75001;;1;centre;
IL CARPACCIO;100.0;4.8;1321;37 Av. Hoche;Paris, Île-de-France, France;48.8757401;2.3004153;restaurant italiens;48.8757;2.3004;Paris;75008;;8;centre;
Pulpy Açaì Paris Marais;15.0;4.8;2043;3 Rue de la Verrerie;Paris, Île-de-France, France;48.856985;2.3553508;;48.857;2.3554;Paris;75004;;4;centre;
SKYBAR PARIS ROOFTOP;43.0;4.8;2342;19 Rue du Commandant René Mouchotte;Paris, Île-de-France, France;48.8384782;2.3202498;club;48.8385;2.3202;Paris;75014;;14;intermediaire;
MEILLEUR LIBANAIS À PARIS 3E Rannouch City;15.0;4.8;1663;44 R. de Turbigo;Paris, Île-de-France, France;48.8650941;2.354956;fast food;48.8651;2.355;Paris;75003;;3;centre;
Le Baron Rouge;15.0;4.8;2940;1 Rue Théophile Roussel;Paris, Île-de-France, France;48.8494461;2.3773588;bars à vin;48.8494;2.3774;Paris;75012;;12;intermediaire;
Pasta Cosi;25.0;4.8;1062;78 Av. de Flandre;Paris, Île-de-France, France;48.8893572;2.3756188;restaurant;48.8894;2.3756;Paris;75019;;19;peripherie;
L'Amphi Quai de Seine;15.0;4.8;2239;23 Av. Victoria;Paris, Île-de-France, France;48.85802;2.3458912;pub et bar;48.858;2.3459;Paris;75001;;1;centre;
Bonnie - Restaurant & bar;100.0;4.8;3342;10 Rue Agrippa D’aubigné;Paris, Île-de-France, France;48.8499783;2.3625138;restaurant français;48.85;2.3625;Paris;75004;;4;centre;
Popeyes Louisiana Chicken Italie Deux;15.0;4.8;1629;42 Av. d'Italie;Paris, Île-de-France, France;48.828425;2.356323;fast food;48.8284;2.3563;Paris;75013;;13;intermediaire;
Le Grand Amalfi;30.0;4.8;2655;9 Quai De Montebello;Paris, Île-de-France, France;48.8515486;2.3496985;restaurant italiens;48.8515;2.3497;Paris;75005;;5;centre;
